zc..,alpha_c..,beita_c..,zb1..,alpha_b1..,zb2..,alpha_b2..,F1,F2,F3,F4,zc,zc.,zb1,zb1.,zb2,zb2.
-1.621811986,0.337727189,0.518215716,0.627246201,0.24994275,1.004736543,-0.152783558,-8995.209961,-11058.78711,-7031.781738,-3380.04248,5.025610924,-0.187213928,2.014944077,-0.226213679,2.010690212,-0.085502453
-1.344357491,0.333854735,0.393428653,2.349940777,0.179048568,1.065255284,-0.34664169,-6023.729492,-8129.794922,-6179.783203,-2504.056152,5.02366209,-0.202111334,2.012750626,-0.209843189,2.009888887,-0.074676894
-1.01980722,0.299495697,0.238045663,2.552048445,0.10509111,0.761269212,-0.533716619,-3560.641113,-5740.030762,-5385.097168,-1798.198853,5.021579266,-0.213942558,2.010776997,-0.184572637,2.009190321,-0.065474451
-0.694284797,0.23702164,0.095719062,2.341896772,0.030775741,0.582317591,-0.706848979,-1376.519653,-3652.631348,-4396.543457,-1007.528198,5.019394398,-0.222509742,2.009054899,-0.160188422,2.008569479,-0.058981698
-0.36397782,0.15016897,-0.022547452,2.513403416,-0.041173227,0.719801962,-0.858860075,960.5947876,-1426.327637,-3039.037842,51.36740112,5.017140388,-0.227813691,2.007570982,-0.136331186,2.008010149,-0.052694373
-0.009574847,-0.158079356,-0.134603426,6.020382881,-0.438315928,1.878831744,-2.03221035,5457.609863,2770.733398,-539.2023315,1469.39209,5.015079975,-0.229613513,2.006463528,-0.104599617,2.007571936,-0.042954061
0.686150908,-0.291566938,-0.377501577,8.850781441,-0.08013916,2.610248566,-0.755468309,11727.8457,8961.339844,2595.37085,3991.661377,5.012566566,-0.22604835,2.005774498,-0.015672959,2.007241726,-0.015815113
1.312795758,-0.368555963,-0.547937274,6.047424793,-0.059877284,1.530102253,-0.572232962,13930.83984,11183.33789,4516.799805,5529.185059,5.010352135,-0.21594885,2.006024122,0.061248768,2.007198811,0.005554464
1.751546621,-0.417440176,-0.58262074,2.068896294,-0.036594249,0.344138294,-0.37593627,13889.15332,11214.93262,6008.134277,6717.063965,5.008266449,-0.200463727,2.006867886,0.101353161,2.007308245,0.014500899
2.005456686,-0.436680645,-0.499502093,-0.3560175,-0.01086651,-0.041364189,-0.169873089,13304.74512,10753.05273,7530.966797,8026.912598,5.006354332,-0.181567296,2.007934809,0.108283892,2.007460356,0.015332635
2.161143303,-0.426229626,-0.362357974,-0.876819313,0.01555633,0.230891302,0.038605414,13092.48828,10705.32031,9141.087891,9521.973633,5.00464201,-0.160691932,2.008985043,0.100985594,2.007614851,0.016002661
2.283543348,-0.387511104,-0.225328445,-0.578469276,0.040888835,0.547162652,0.242102623,13175.62402,10985.23633,10556.40234,10923.16406,5.003145218,-0.138452917,2.009955406,0.093576394,2.007792711,0.020074718
2.378020525,-0.323300034,-0.10986159,-0.539791703,0.063323505,0.506259143,0.433199883,13046.16016,11073.06543,11473.59082,11925.80859,5.001876831,-0.115114041,2.010865211,0.088429205,2.008021832,0.025657842
2.41220212,-0.169856861,-0.020120379,-1.66610074,3.765477419,-0.008809993,13.17420959,11986.50586,10340.0918,11446.54102,12483.7334,5.000937939,-0.093509734,2.011633396,0.081315853,2.008269072,0.028771106
2.219290257,0.052353296,0.156240925,-6.341067314,0.047499329,-1.513721943,0.56863302,7339.612305,5964.817871,10086.40918,11706.89063,5.000121117,-0.070115253,2.012260914,0.036501173,2.008522987,0.019516414
1.875649333,0.133066922,0.347982615,-5.632231712,-0.018795917,-1.180632353,0.458308905,5138.424316,3882.071533,9291.952148,11173.04785,4.99952507,-0.04962473,2.012304068,-0.026727812,2.008642435,0.004944549
1.59551084,0.192306355,0.441557765,-2.362627029,-0.081437074,-0.145452917,0.349322259,5233.760254,4036.41333,8811.545898,10912.74023,4.999117374,-0.032363586,2.011808634,-0.067288108,2.00865078,-0.001680453
1.439481735,0.228149638,0.417563021,0.363948762,-0.145413071,0.428652346,0.227255523,6167.048828,4967.696777,8175.13916,10447.10547,4.998870373,-0.017271584,2.011070728,-0.076087147,2.008639574,0.000330256
1.351466537,0.239572704,0.320360124,1.336136341,-0.208618879,0.274536252,0.097104266,6755.024902,5494.288574,7150.175293,9537.208008,4.998767853,-0.003337061,2.010351419,-0.066285133,2.008663893,0.004290513
1.258924365,0.226824775,0.204704717,1.108767271,-0.268854111,-0.170228392,-0.035919629,6725.481934,5348.355469,5880.958008,8324.160156,4.998800755,0.009736441,2.009753942,-0.053571813,2.008713007,0.004811651
1.135852814,0.191347629,0.102000669,0.759118557,-0.323895097,-0.413374096,-0.166580141,6443.209473,4901.524902,4667.741699,7108.187988,4.998959064,0.021730496,2.009266615,-0.044475548,2.008747101,0.001626573
1.002128005,0.1356695,0.016540466,0.900894463,-0.371501833,-0.311463624,-0.28962481,6343.48877,4598.021973,3710.197998,6091.953613,4.999230862,0.032415405,2.008860111,-0.036611885,2.008743286,-0.002225197
0.937492907,-0.07828626,-0.094103552,3.864563465,-0.422469914,0.420905739,-0.416872382,8454.25293,6329.994629,3637.309814,5398.621582,4.999603271,0.041978531,2.008576393,-0.014530118,2.008715391,-0.00196724
0.997474492,-0.155456126,-0.264213026,4.479072094,-0.361842722,0.525798023,-0.262255102,9982.213867,7634.600586,3313.917969,4929.553711,5.000122547,0.052576404,2.008681774,0.0347289,2.00872612,0.004078903
1.031474113,-0.211533651,-0.363490939,2.740697145,-0.328157187,0.112980708,-0.19849661,9647.650391,7119.993164,2838.543457,4369.881836,5.000699043,0.062774241,2.009227037,0.071633555,2.008786678,0.007373829
0.985889256,-0.253193855,-0.37743327,0.891216874,-0.285194904,-0.165545404,-0.128574505,8468.200195,5784.543457,2405.343262,3896.469971,5.001378059,0.072921328,2.010045767,0.089271709,2.008859873,0.006850077
0.882751942,-0.27875331,-0.328860343,0.019936774,-0.233515382,-0.081390873,-0.055456497,7291.39502,4479.520996,2153.531738,3652.562744,5.002154827,0.082290202,2.010963678,0.092982195,2.008920431,0.005365541
0.768335462,-0.287361532,-0.256688625,0.025621116,-0.173886284,0.192487836,0.017380321,6454.648926,3544.854004,2036.412231,3592.955078,5.00301981,0.090539865,2.011892319,0.092765249,2.008974552,0.005888492
0.668350697,-0.27897504,-0.187504739,0.270115763,-0.107094705,0.389238983,0.086438134,5825.012207,2849.009766,1907.013062,3569.46167,5.00396204,0.097710252,2.012825727,0.094300643,2.009047031,0.008928725
0.579254329,-0.254304022,-0.1281389,0.269181907,-0.033942044,0.39868328,0.148204803,5130.140625,2120.181641,1655.065186,3467.921631,5.004971027,0.103945963,2.013783693,0.097270332,2.009156704,0.013003751
0.479603827,-0.158754751,-0.066281632,-0.56725347,0.176537603,0.371313691,-0.08336249,3936.177002,766.6253662,1135.852905,3509.190674,5.006037712,0.109264188,2.014761925,0.097015113,2.009305477,0.016726259
0.34418264,-0.10925056,0.02116143,-1.270533323,0.19613938,0.328024864,0.070595436,2481.675293,-735.3034668,657.1491699,3360.053711,5.007152081,0.113404863,2.015687943,0.087120332,2.009490728,0.020275343
0.195070788,-0.05860224,0.100072987,-1.194716811,0.331194192,0.243368939,-0.033382446,1411.925415,-1761.723999,115.0317078,3012.975586,5.008300781,0.116101228,2.016494751,0.074361153,2.009708643,0.023149241
0.053507108,-0.007315438,0.147870108,-0.830958903,0.460160285,0.140764013,-0.136193454,656.8397217,-2415.840332,-511.2652283,2527.593262,5.009469032,0.117334403,2.017184734,0.064213425,2.009950638,0.02508189
-0.076208137,0.042899989,0.165775344,-0.60685575,0.581387937,0.027279876,-0.238958269,-21.28635025,-2931.511719,-1184.446045,1928.77124,5.010643005,0.117213592,2.017790079,0.05722215,2.010206461,0.025925007
-0.200510472,0.090490825,0.167029068,-0.641357124,0.691168964,-0.077896312,-0.337628305,-783.2238159,-3467.263428,-1861.577637,1249.884766,5.011808872,0.115828924,2.018332243,0.051154312,2.010465145,0.025655879
-0.325740844,0.134125665,0.163845047,-0.817293882,0.785807014,-0.1527628,-0.428153306,-1645.091187,-4038.438721,-2503.492188,523.0446777,5.012955189,0.113199495,2.01880908,0.043900948,2.010716438,0.024474135
-0.452478409,0.172706753,0.161348671,-0.971421957,0.861614585,-0.19210653,-0.506474614,-2535.599854,-4574.70752,-3085.192383,-230.9724731,5.014068604,0.109308355,2.01920414,0.03489387,2.010952711,0.022725966
-0.564745724,0.201531306,0.159003571,-1.094509125,10.02278519,-0.286463231,-9.856904984,-3500.05835,-4856.542969,-3438.427979,-1132.918579,5.015032291,0.104729317,2.019477844,0.025819549,2.011149168,0.020869695
-0.709508777,0.226974592,0.152755022,-1.484224319,0.814560473,-0.755693734,-0.478772581,-4799.972656,-5408.885254,-4154.563965,-2474.401611,5.016048908,0.098379403,2.019671679,0.012297642,2.011332512,0.015055615
-0.85409224,0.247214109,0.141790122,-1.214375496,0.657925308,-0.57376641,-0.338318825,-5575.636719,-5658.38916,-4601.574707,-3352.427734,5.016994953,0.090542838,2.019723177,-0.001572311,2.011446476,0.008024127
-0.960511029,0.260609448,0.127710953,-0.697860062,0.497894824,-0.128656313,-0.200206801,-5985.962891,-5574.886719,-4717.014648,-3898.608398,5.017855644,0.081433252,2.019655466,-0.011145468,2.011505604,0.004484814
-1.020419955,0.267085314,0.112307198,-0.311266959,0.326909035,0.201948598,-0.056288522,-6212.330566,-5355.589355,-4683.040527,-4279.86377,5.018620491,0.07149601,2.019516706,-0.016012473,2.011550665,0.005022801
-1.045597672,0.266717464,0.096708499,-0.152982861,0.150026947,0.305750161,0.088623382,-6368.536621,-5127.660156,-4625.213379,-4608.030762,5.019284248,0.06114528,2.019344568,-0.018185297,2.011613607,0.007714238
-1.049298525,0.259712845,0.081252597,-0.109583043,-0.027582463,0.283914417,0.229603216,-6448.626953,-4896.625,-4553.765137,-4880.882324,5.019843102,0.050657455,2.019155979,-0.019472329,2.011705875,0.010699395
-1.035938263,0.246388078,0.065816797,-0.038696028,-0.200749263,0.27469945,0.361724198,-6385.423828,-4604.536621,-4414.971191,-5033.969727,5.020297527,0.040217619,2.018956661,-0.020271221,2.011826515,0.013446006
-1.002360344,0.227147892,0.050203938,0.115097433,-0.364304215,0.33608681,0.480058908,-6126.719727,-4205.847168,-4164.447754,-5014.339844,5.020648479,0.030008689,2.018754482,-0.019949209,2.011975527,0.016447587
-0.933183849,0.228081048,0.040395517,0.475948781,-0.516131759,0.944388688,0.588193297,-5311.249023,-3817.077881,-3718.00293,-4137.305176,5.020899296,0.020285156,2.018565893,-0.017101645,2.012164593,0.022517137
-0.807895482,0.192285448,0.03825758,0.659000695,-0.444537997,1.016521811,0.396106631,-4513.890625,-3125.658447,-3027.765869,-3510.568359,5.021068096,0.010683321,2.018411875,-0.010594604,2.012475014,0.034031767
-0.684553325,0.151282281,0.026397493,0.65301913,-0.435614914,0.595955133,0.29905504,-3787.950928,-2520.995361,-2678.145508,-3233.161865,5.021136761,0.00322393,2.018339157,-0.003983803,2.012859821,0.042254258
-0.568382323,0.103687905,0.000410235,0.656440139,-0.416036606,0.169745237,0.193658888,-3018.316406,-1893.191406,-2423.028564,-3060.799805,5.021136761,-0.003034597,2.018331766,0.002510584,2.013303995,0.045957819
-0.456567764,0.050847284,-0.034279048,0.738966525,-0.387580395,-0.035640821,0.083910316,-2179.810303,-1206.419556,-2089.627441,-2824.953613,5.021080017,-0.008159301,2.018390656,0.009431682,2.013767719,0.046443887
-0.341135859,-0.005708463,-0.069793843,0.859817624,-0.352400064,-0.055383138,-0.025693063,-1297.471069,-475.2789917,-1623.520508,-2474.414551,5.020977497,-0.012152765,2.01852417,0.017425733,2.014229536,0.045899626
-0.219291195,-0.064297825,-0.101007752,0.946923912,-0.312651664,-0.03446582,-0.130652294,-427.6903687,253.6346893,-1073.055542,-2059.390137,5.020841122,-0.014959004,2.018743038,0.026506543,2.014686108,0.045471519
-0.095192604,-0.123125546,-0.126639783,0.964453578,-0.270493239,-0.076267332,-0.226470426,377.691925,937.3058472,-513.8949585,-1655.893799,5.020682812,-0.016530469,2.019056082,0.036117807,2.015138865,0.044982441
0.035525322,-0.249120921,-0.15631409,1.794581413,-0.380324483,-0.04843048,0.02882346,1617.729492,2263.83252,334.6420593,-1426.759033,5.020514965,-0.016854525,2.019470692,0.048176102,2.015583992,0.044113722
0.198837474,-0.299147725,-0.211597458,2.109849215,-0.265633672,-0.171996653,-0.175195217,2845.246338,3519.579102,992.5186157,-1092.677856,5.020350933,-0.015688544,2.020054102,0.068966784,2.016021729,0.043262783
0.337503225,-0.332366735,-0.248818219,1.174386501,-0.283865809,-0.497909129,-0.069831789,3147.310303,3818.324463,1403.115967,-834.6531372,5.020206451,-0.012967151,2.020835876,0.085966192,2.016440392,0.039957788
0.414387971,-0.349876255,-0.243587956,-0.00880835,-0.297819525,-0.758203983,0.035630804,2806.830078,3482.208984,1701.006958,-623.5681763,5.020095348,-0.009157246,2.021733046,0.091638602,2.01680994,0.033551335
0.433337033,-0.35175705,-0.202633217,-0.765217066,-0.308726847,-0.83813864,0.142786667,2271.565918,2953.949951,1939.622314,-400.6973572,5.020024776,-0.004882028,2.022633791,0.087338135,2.017105579,0.025440367
0.415931761,-0.338658601,-0.146303117,-1.024558067,-0.31545797,-0.810742319,0.247048274,1780.80188,2467.834961,2091.281982,-191.8126831,5.019997597,-0.000615699,2.023462772,0.078093939,2.017318487,0.017165683
0.377822101,-0.31179443,-0.091463313,-1.063930869,-0.316893846,-0.801308155,0.343829602,1325.150757,2009.456055,2085.39209,-68.21640015,5.020011902,0.003366365,2.024191618,0.067605548,2.017449856,0.009154499
0.321390897,-0.272875518,-0.04463695,-1.147397757,-0.311920404,-0.863934159,0.428539932,792.2486572,1461.779297,1875.043091,-80.22399139,5.0200634,0.006877966,2.024813414,0.056640502,2.017500639,0.000879564
0.249797404,-0.20228985,-0.007895363,-1.704985499,-4.579360485,-1.173933029,10.46743965,27.74349213,522.7786255,1210.517944,-171.7044067,5.02013731,0.009467422,2.025274515,0.045336951,2.017472267,-0.007428471
0.038188767,-0.104127809,0.058865491,-4.177108765,-0.219267607,-2.513504505,0.404398292,-2686.914307,-2393.503418,-640.1546631,-1425.394043,5.020241737,0.011044003,2.025586367,0.013024658,2.017307758,-0.027657827
-0.239606887,-0.054492895,0.129766256,-3.449295282,-0.117821127,-1.904333949,0.253804147,-3902.2854,-3711.689453,-1516.621948,-1965.220581,5.020349026,0.010016092,2.02551055,-0.027052812,2.016910076,-0.05089625
-0.43266046,-0.011998092,0.165103257,-1.308093667,-0.019086367,-0.53427124,0.106455997,-3709.701172,-3608.339111,-1657.310181,-1816.318481,5.020433426,0.006558978,2.025103331,-0.051086336,2.016329288,-0.063129693
-0.502987504,0.022074817,0.158385605,0.394973487,0.079408824,0.428541094,-0.047118273,-2995.311523,-2961.189453,-1586.916748,-1518.053101,5.020475864,0.001797175,2.024560452,-0.054875918,2.015690804,-0.063094214
-0.494348913,0.046821598,0.125472307,1.013986588,0.17482996,0.668100357,-0.201809019,-2426.791016,-2430.580322,-1629.709839,-1406.265869,5.020468712,-0.003226518,2.024045944,-0.047059994,2.015087843,-0.057140194
-0.459802926,0.061847027,0.085735589,0.953362405,0.264315307,0.544879198,-0.352364063,-2115.194824,-2120.580811,-1744.248901,-1448.364746,5.020411968,-0.008004059,2.023626328,-0.036974844,2.014548302,-0.050995957
-0.418593168,0.067238711,0.050223123,0.872383535,0.345012754,0.510746956,-0.493519902,-1818.953857,-1783.37085,-1707.777954,-1427.428833,5.020309925,-0.012402954,2.023302078,-0.028022895,2.014064074,-0.045899279
-0.358585954,0.063529789,0.020399811,1.10216403,0.414077729,0.730989933,-0.620005429,-1292.9646,-1168.713989,-1355.878784,-1181.654907,5.02016592,-0.016311366,2.02306819,-0.018404653,2.01363349,-0.039867923
-0.185896888,0.010109559,-0.016753776,4.080991268,0.46899718,3.036681175,-0.73572129,1253.662354,1863.957031,1072.437378,511.7134705,5.019986629,-0.01923856,2.022976875,0.005835501,2.013300896,-0.022263192
0.190737784,-0.005978434,-0.07231921,4.377715588,0.358141929,3.149955273,-0.572081208,3423.336426,4294.719238,2939.640381,2040.287964,5.019771099,-0.01925898,2.023314238,0.055984877,2.013258219,0.014653346
0.478436649,-0.019760258,-0.107032567,2.285763025,0.294653028,1.415702939,-0.490132213,3649.528076,4764.049316,3346.039307,2138.574707,5.019593716,-0.015814355,2.024060488,0.090019405,2.013534784,0.03798889
0.623255074,-0.032237325,-0.116788872,0.284743905,0.222388715,-0.14997606,-0.395287305,3114.430664,4474.419434,3256.229492,1744.515625,5.019462585,-0.010198965,2.025036812,0.102159016,2.013955116,0.04367613
0.662028193,-0.042652033,-0.107915923,-0.533603251,0.143456981,-0.708138525,-0.290452033,2671.996094,4271.985352,3309.949219,1509.168335,5.01939249,-0.00371999,2.026053667,0.099965304,2.014370918,0.038607687
0.665360272,-0.050439138,-0.091617584,-0.430970401,0.060226437,-0.544475138,-0.179003179,2567.668701,4394.321289,3630.740723,1566.610718,5.019388676,0.00292305,2.027026415,0.094730251,2.014722824,0.03205264
0.669403613,-0.055231601,-0.0756533,-0.179285645,-0.024939334,-0.32442227,-0.064325944,2562.745361,4595.057617,3965.793701,1673.427856,5.019451141,0.009594728,2.027957201,0.091826245,2.015020847,0.02787786
0.665577114,-0.056857497,-0.062078431,-0.272213042,-0.109682001,-0.432444394,0.050189171,2337.466064,4547.192383,4033.831787,1556.397339,5.019580364,0.016285617,2.028866529,0.089893684,2.015282869,0.024378203
0.594372213,-0.032904085,-0.046575658,-2.297892809,-0.140306175,-2.174984455,0.049424645,659.7214966,2950.658447,2698.424316,232.8064575,5.019775867,0.022713196,2.029734612,0.080441035,2.015490055,0.014208962
0.347346812,-0.029592561,-0.020588962,-3.473395824,-0.242080703,-3.140813351,0.199801102,-1408.369263,954.2608032,1038.018311,-1464.186157,5.020029068,0.027507277,2.030391932,0.049206287,2.015496254,-0.014440126
0.083034448,-0.027353771,0.002087399,-2.242070198,-0.292924494,-2.026399851,0.244885892,-2116.790527,295.5031128,505.2410583,-2036.262329,5.020316601,0.029609889,2.030725718,0.019476838,2.01520896,-0.041255172
-0.082037911,-0.025688529,0.012819648,-0.487730563,-0.337510109,-0.498183608,0.285143942,-1958.32312,465.6774902,633.0355225,-1912.301025,5.02061367,0.029525269,2.030840158,0.006101801,2.014722824,-0.053604003
-0.148649812,-0.02456088,0.012693371,0.468254626,-0.373812586,0.299541801,0.318125844,-1717.821899,679.7770996,750.3186646,-1763.270874,5.020903587,0.028316351,2.030897379,0.006817142,2.014179468,-0.053874537
-0.174597695,-0.023866626,0.007478942,0.504885375,-0.400608122,0.298753828,0.3434259,-1775.417236,558.4544678,559.4647827,-1887.080444,5.021178722,0.026691237,2.03099227,0.012205805,2.013657808,-0.050445247
-0.204156801,-0.023418978,0.002304593,0.200885907,-0.416669995,0.037065189,0.360637248,-2031.361816,203.3651733,182.5983429,-2162.630127,5.021436214,0.024807241,2.031134367,0.015744232,2.013163805,-0.04879164
-0.241551727,-0.022953888,-0.000700621,0.089903496,-0.420770019,-0.01600647,0.369354486,-2203.371338,-100.1297836,-114.5384369,-2326.00708,5.021673679,0.022578254,2.031298637,0.016939446,2.012675524,-0.048937254
-0.26327455,-0.03057849,-0.002140685,0.630437195,-4.596797943,0.503061891,3.665509939,-1723.740723,-135.6545868,-140.8206482,-1908.018188,5.021886826,0.020024763,2.031475544,0.019098056,2.01218915,-0.047703695
-0.194422111,-0.033408731,-0.008516048,1.815709352,-0.311395675,1.550280929,0.298704416,-577.784668,864.8012085,709.5863037,-888.8302002,5.022074699,0.017660232,2.031724453,0.032480754,2.011760235,-0.036473539
-0.074310653,-0.028419046,-0.014794393,1.613554716,-0.185507953,1.43628788,0.211588949,24.37309265,1266.504028,1097.383301,-278.0101013,5.0222435,0.01631267,2.032140732,0.050472584,2.011474609,-0.020836206
0.022077249,-0.020065743,-0.013955398,0.789177775,-0.060365718,0.815922141,0.128377303,95.06080627,1173.328979,1112.939087,-59.06270599,5.022404671,0.016085373,2.032712698,0.062597662,2.011327744,-0.009500231
0.074658595,-0.008165568,-0.004984482,0.149500936,0.068298779,0.376298696,0.046144996,3.311689615,958.342041,1067.74292,75.26014709,5.022567749,0.016597988,2.03336525,0.066959776,2.011264563,-0.003835503
0.103647009,0.007402716,0.009292079,-0.033937301,0.196748659,0.334592253,-0.03164164,16.27043533,896.3203125,1179.40686,335.4956055,5.02273798,0.017496508,2.03403759,0.067220278,2.011242867,-0.000551001
0.133782417,0.026679706,0.025569202,0.045735128,0.321322083,0.508758724,-0.101581126,153.0245209,1012.372681,1450.401855,718.2835693,5.022918701,0.018676968,2.034708977,0.067202426,2.011256695,0.003611305
0.172560588,0.04963202,0.042073667,0.088918887,0.438354909,0.637062192,-0.160272539,279.6729736,1176.705688,1757.702881,1096.332886,5.023112774,0.020203937,2.035384655,0.067989729,2.011321068,0.009447644
0.2110129,0.076160096,0.058698174,-0.051094748,0.544182122,0.601674438,-0.204315767,265.1652527,1260.22522,1988.484985,1354.391846,5.023324013,0.022127463,2.036067247,0.068325423,2.01144743,0.015767301
0.265712917,0.052465633,0.062295258,0.961412728,0.631779492,1.04859364,-0.247777864,852.5543823,2387.766113,2867.866699,1583.532227,5.023532391,0.024230935,2.036692858,0.072371848,2.011619329,0.023206804
0.353775859,0.09020485,0.052550279,0.633050263,0.536650717,0.818193913,0.034066543,1006.469666,2804.345459,3168.468262,1799.642212,5.023789406,0.027342871,2.037465811,0.081706055,2.011903286,0.033193987
0.385000199,0.138459593,0.061103605,-0.810452819,0.496833205,0.096984677,0.207398698,137.491333,2194.203613,2950.196045,1550.136108,5.024081707,0.031102683,2.038291454,0.081186466,2.012264252,0.037882295
0.325308263,0.195150912,0.098380983,-2.202839136,0.447888225,-0.506778598,0.381465316,-1272.535278,1032.667603,2452.544434,1071.427246,5.024411201,0.0347219,2.039036989,0.065745391,2.012636185,0.035585657
0.19299987,0.258467674,0.154450506,-2.961705446,0.391705871,-0.753812611,0.550506651,-2740.756836,-210.7907715,1859.575439,552.310791,5.024772644,0.03735574,2.039568424,0.039401915,2.012961149,0.029025031
0.021293033,0.326185167,0.213202894,-3.186557531,0.330659807,-0.778074086,0.707698166,-4085.130615,-1367.07019,1183.522583,7.445447445,5.025152683,0.038447086,2.039809227,0.008389638,2.013212919,0.021290634
-0.170582071,0.395716161,0.263462484,-3.248387814,0.267123312,-0.81076014,0.846207798,-5374.018066,-2516.36377,334.1797791,-653.7653198,5.025535107,0.037713725,2.039732695,-0.023780396,2.013386726,0.013418983
-0.381434262,0.4641729,0.301900238,-3.395830393,0.203469902,-0.958761454,0.959203839,-6727.486816,-3788.979248,-757.9645996,-1504.228149,5.025900364,0.034970291,2.039330244,-0.056902424,2.013478279,0.004658387
-0.649220467,0.660321295,0.342158645,-6.125760078,-0.1843182,-2.388262033,2.259909868,-9735.705078,-7050.238281,-3331.038818,-2942.735596,5.026226997,0.029946899,2.038577795,-0.097851098,2.013468504,-0.008839441
-1.18572104,0.724048197,0.447832227,-7.999886036,0.191846296,-3.278931379,0.722543657,-13890.90137,-11408.03809,-6337.547363,-5408.889648,5.026506901,0.019985566,2.037058353,-0.181711614,2.013190985,-0.043188173
-1.64808917,0.737950981,0.506890237,-5.141311646,0.215705171,-1.815110087,0.455044568,-14660.74121,-12371.07617,-7642.127441,-6453.921387,5.026638985,0.005701617,2.034880638,-0.24940604,2.012615919,-0.069556907
-1.913786411,0.720184028,0.478246719,-1.422700763,0.236861691,-0.128520787,0.176451221,-13552.63672,-11484.36035,-8170.735352,-6845.498535,5.02660799,-0.01227505,2.032196283,-0.281701863,2.011861086,-0.078814656
-1.990993977,0.671246767,0.376034647,0.85411638,0.25410822,0.623571575,-0.1086969,-12029.22754,-10197.5957,-8575.473633,-7244.955566,5.026387691,-0.031912696,2.029355049,-0.283097774,2.011083603,-0.075509667
-1.966099262,0.592786551,0.242117211,1.490692735,0.265336186,0.53280735,-0.390922397,-10821.97168,-9227.996094,-9038.124023,-7840.478027,5.025969028,-0.051744327,2.026582479,-0.270431697,2.010360241,-0.0693269
-1.901925802,0.487546414,0.11108312,1.486292601,0.268450677,0.285777241,-0.660714507,-9810.625977,-8440.976563,-9310.246094,-8384.991211,5.025354385,-0.071105219,2.023952961,-0.255488336,2.009688616,-0.065368086
-1.803201914,0.359235734,-0.003697461,1.761967421,0.26136601,0.374082148,-0.908553302,-8542.490234,-7370.134766,-9069.095703,-8551.943359,5.024549961,-0.08966662,2.021475077,-0.23965548,2.009049177,-0.062393729
-1.65897429,0.181445017,-0.095899075,3.083262444,7.819862843,1.110465527,-18.45203209,-6687.870605,-5398.44873,-7788.987793,-8338.618164,5.023671627,-0.105297863,2.019398689,-0.220526695,2.008507729,-0.057221685
-1.241495967,-0.050549734,-0.241754413,7.766169071,0.103488199,3.649840117,-1.049399734,-1264.091309,183.0081329,-4282.870117,-5968.365234,5.022541046,-0.120063834,2.017449856,-0.161567211,2.008047819,-0.030598482
-0.609454572,-0.213155866,-0.406437486,6.907934666,-0.08876688,2.877884626,-0.860399246,2108.280029,3558.89624,-1933.759155,-4391.014648,5.021158695,-0.13023819,2.016148329,-0.076605916,2.007929802,0.007759588
-0.139597669,-0.346513212,-0.488660604,3.806194544,-0.258657008,0.960345507,-0.684197247,2981.418701,4435.556152,-770.644043,-3860.260254,5.019834518,-0.133856639,2.015675545,-0.022773139,2.008118153,0.026931101
0.1721095,-0.462716967,-0.4979873,1.526551008,-0.427076697,-0.24600707,-0.489311755,3244.422119,4691.851074,309.2891235,-3321.534424,5.018495083,-0.133591741,2.015592337,0.002603785,2.008409977,0.029594436
0.397894472,-0.559222519,-0.462668866,0.975808859,-0.589080155,-0.328034699,-0.283189118,3913.00415,5334.349121,1767.183716,-2292.564209,5.017171383,-0.130712301,2.015679121,0.013930412,2.008688688,0.02602081
0.617408395,-0.634355426,-0.414493471,1.418673515,-0.739713371,0.097210638,-0.073424064,5089.283691,6456.091797,3482.098389,-877.3156128,5.015888214,-0.125648737,2.015873194,0.025592277,2.008939505,0.024796164
0.852783084,-0.687272847,-0.370303929,1.78508389,-0.874039888,0.319436371,0.132368654,6330.362305,7605.755859,5064.271973,546.8503418,5.014666557,-0.118303657,2.016208172,0.041969892,2.009197712,0.02720459
1.0762254,-0.717906535,-0.331187248,1.570917606,-0.987137675,0.102181733,0.326559693,7211.399902,8351.318359,6229.253906,1702.986694,5.013530254,-0.10863363,2.016715765,0.059209608,2.009483576,0.029613378
1.174519658,-0.690038085,-0.286646843,-1.062924266,-1.075662494,-1.86309731,0.504506052,6292.691406,6743.266113,5349.046875,1640.096436,5.012598038,-0.098365933,2.017279148,0.06182237,2.009729147,0.021855835
1.126078844,-0.684203982,-0.221205547,-1.760370135,-0.908461154,-2.222478628,0.341930807,5493.560059,5654.798828,5028.242188,1638.763306,5.011672497,-0.086799592,2.017820835,0.045416031,2.009839296,-0.000399124
1.07711792,-0.66502285,-0.162817895,-0.43646574,-0.809120357,-1.004807472,0.290222734,5913.990234,5807.092773,5590.018555,2559.47168,5.010859966,-0.075831898,2.018205643,0.033626486,2.009742022,-0.017125726
1.109562874,-0.633410871,-0.122742586,1.041293025,-0.691160202,0.256474108,0.226484165,6893.833496,6539.481934,6476.246582,3842.499512,5.010155678,-0.064963378,2.018548012,0.037120059,2.009544611,-0.020432262
1.201393485,-0.590827644,-0.098213486,1.60269773,-0.557008088,0.73386389,0.153255433,7679.381348,7106.508789,7112.251953,4898.153809,5.009562969,-0.053431027,2.018985033,0.051146526,2.009364605,-0.014821528
1.29259181,-0.538715422,-0.080523901,1.321654558,-0.409808576,0.554930806,0.074005805,7977.227051,7223.015625,7324.453613,5537.799805,5.009090424,-0.040940665,2.019573927,0.066198587,2.009251595,-0.008071581
